Temporada,Posicion J38,Equipo,Puntos J38,PJ Total,G Total,E Total,PTotal,GF Total,GC Total,Dif Total,Posicion J29,Equipo J29,Puntos J29,PJ 29,G 29,E 29,P 29,GF 29,GC 29,Dif 29
1999,1,Barcelona,74,38,23,5,10,78,56,22,1,Barcelona,59,29,18,5,6,65,33,32
1999,2,Athletic Club,65,38,17,14,7,52,42,10,2,R. C. Celta de Vigo,52,29,14,10,5,58,29,29
1999,3,Real Sociedad,63,38,16,15,7,60,37,23,3,Valencia C. F.,51,29,15,6,8,44,28,16
1999,4,Real Madrid C. F.,63,38,17,12,9,63,45,18,4,R. C. D. Mallorca,51,29,15,6,8,32,21,11
1999,5,R. C. D. Mallorca,60,38,16,12,10,55,39,16,5,Real Madrid C. F.,49,29,15,4,10,58,49,9
1999,6,R. C. Celta de Vigo,60,38,17,9,12,54,47,7,6,Deportivo de La Coruña,48,29,13,9,7,41,31,10
1999,7,Atlético de Madrid,60,38,16,12,10,79,56,23,7,Athletic Club,44,29,12,8,9,33,34,-1
1999,8,Real Betis Balompié,59,38,17,8,13,49,50,-1,8,Real Sociedad,42,29,11,9,9,35,32,3
1999,9,Valencia C. F.,55,38,16,7,15,58,52,6,9,Real Zaragoza,40,29,11,7,11,41,39,2
1999,10,R. C. D. Espanyol,53,38,12,17,9,44,31,13,10,R. C. D. Espanyol,39,29,9,12,8,31,33,-2
1999,11,Real Valladolid C. F.,50,38,13,11,14,36,47,-11,11,Real Oviedo,38,29,9,11,9,33,38,-5
1999,12,Deportivo de La Coruña ,49,38,12,13,13,44,46,-2,12,Real Betis Balompié,37,29,10,7,12,28,36,-8
1999,13,Real Zaragoza,48,38,12,12,14,45,53,-8,13,Real Valladolid C. F.,37,29,10,7,12,29,32,-3
1999,14,Racing de Santander,45,38,12,9,17,46,55,-9,14,Atlético de Madrid,35,29,9,8,12,43,38,5
1999,15,UD Salamanca,45,38,12,9,17,46,46,0,15,Racing de Santander,35,29,9,8,12,36,40,-4
1999,16,Tenerife,45,38,11,12,15,44,57,-13,16,Villarreal C. F.,32,29,7,11,11,35,43,-8
1999,17,SD Compostela,44,38,11,11,16,56,66,-10,17,Deportivo Alavés,30,29,8,6,15,28,42,-14
1999,18,Real Oviedo,40,38,9,13,16,36,51,-15,18,CF Extremadura,26,29,6,8,15,19,45,-26
1999,19,Mérida ,39,38,9,12,17,33,53,-20,19,Tenerife,24,29,4,12,13,28,45,-17
1999,20,Sporting de Gijón ,13,38,2,7,29,31,80,-49,20,UD Salamanca,22,29,6,4,19,23,52,-29
2000,1,Deportivo de La Coruña ,69,38,21,6,11,66,44,22,1,Deportivo de La Coruña,52,29,16,4,9,49,35,14
2000,2,Barcelona,64,38,19,7,12,70,46,24,2,Barcelona,50,29,15,5,9,58,35,23
2000,3,Valencia C. F.,64,38,18,10,10,59,39,20,3,Deportivo Alavés,49,29,14,7,8,35,29,6
2000,4,Real Zaragoza,63,38,16,15,7,60,40,20,4,Real Zaragoza,48,29,12,12,5,48,31,17
2000,5,Real Madrid C. F.,62,38,16,14,8,58,48,10,5,Real Madrid C. F.,48,29,12,12,5,49,41,8
2000,6,Deportivo Alavés,61,38,17,10,11,41,37,4,6,Valencia C. F.,42,29,11,9,9,39,31,8
2000,7,R. C. Celta de Vigo,53,38,15,8,15,45,43,2,7,R. C. Celta de Vigo,42,29,13,3,13,39,37,2
2000,8,Real Valladolid C. F.,53,38,14,11,13,36,44,-8,8,Rayo Vallecano,38,29,11,5,13,40,43,-3
2000,9,Rayo Vallecano,52,38,15,7,16,51,53,-2,9,Real Valladolid C. F.,38,29,10,8,11,27,35,-8
2000,10,R. C. D. Mallorca,51,38,14,9,15,52,45,7,10,R. C. D. Mallorca,38,29,10,8,11,36,37,-1
2000,11,Athletic Club,50,38,12,14,12,47,57,-10,11,Málaga C. F.,38,29,9,11,9,41,38,3
2000,12,Málaga C. F.,48,38,11,15,12,55,50,5,12,Athletic Club,37,29,9,10,10,37,46,-9
2000,13,Real Sociedad,47,38,11,14,13,42,49,-7,13,R. C. D. Espanyol,36,29,9,9,11,44,40,4
2000,14,R. C. D. Espanyol,47,38,12,11,15,51,48,3,14,Racing de Santander,36,29,9,9,11,42,41,1
2000,15,Racing de Santander,46,38,10,16,12,52,50,2,15,Real Sociedad,35,29,8,11,10,31,36,-5
2000,16,Real Oviedo,45,38,11,12,15,44,60,-16,16,Numancia,35,29,9,8,12,36,50,-14
2000,17,Numancia,45,38,11,12,15,47,59,-12,17,Real Betis Balompié,34,29,9,7,13,26,42,-16
2000,18,Real Betis Balompié,42,38,11,9,18,33,56,-23,18,Real Oviedo,33,29,8,9,12,29,43,-14
2000,19,Atlético de Madrid,38,38,9,11,18,48,64,-16,19,Atlético de Madrid,32,29,8,8,13,39,44,-5
2000,20,Sevilla F. C.,28,38,5,13,20,42,67,-25,20,Sevilla F. C.,26,29,5,11,13,34,45,-11
2001,1,Real Madrid C. F.,80,38,24,8,6,81,40,41,1,Real Madrid C. F.,62,29,19,5,5,62,30,32
2001,2,Deportivo de La Coruña ,73,38,22,7,9,73,44,29,2,Deportivo de La Coruña,54,29,16,6,7,57,35,22
2001,3,R. C. D. Mallorca,71,38,20,11,7,61,43,18,3,Valencia C. F.,52,29,15,7,7,47,23,24
2001,4,Barcelona,63,38,17,12,9,80,57,23,4,Barcelona,50,29,14,8,7,63,43,20
2001,5,Valencia C. F.,63,38,18,9,11,55,34,21,5,R. C. D. Mallorca,49,29,13,10,6,40,34,6
2001,6,R. C. Celta de Vigo,59,38,16,11,11,51,49,2,6,R. C. Celta de Vigo,44,29,12,8,9,41,40,1
2001,7,Villarreal C. F.,57,38,16,9,13,58,52,6,7,Villarreal C. F.,43,29,12,7,10,44,40,4
2001,8,Málaga C. F.,56,38,16,8,14,60,61,-1,8,Deportivo Alavés,43,29,12,7,10,46,39,7
2001,9,R. C. D. Espanyol,50,38,14,8,16,46,44,2,9,Málaga C. F.,41,29,12,5,12,47,47,0
2001,10,Deportivo Alavés,49,38,14,7,17,58,59,-1,10,R. C. D. Espanyol,39,29,11,6,12,36,32,4
2001,11,U. D. Las Palmas,46,38,13,7,18,42,62,-20,11,Rayo Vallecano,37,29,9,10,10,49,51,-2
2001,12,Athletic Club,43,38,11,10,17,44,60,-16,12,Athletic Club,36,29,9,9,11,37,42,-5
2001,13,Real Sociedad,43,38,11,10,17,52,68,-16,13,Real Zaragoza,35,29,8,11,10,41,42,-1
2001,14,Rayo Vallecano,43,38,10,13,15,56,68,-12,14,U. D. Las Palmas,35,29,10,5,14,29,48,-19
2001,15,C. A. Osasuna,42,38,10,12,16,43,54,-11,15,Real Oviedo,32,29,9,5,15,38,54,-16
2001,16,Real Valladolid C. F.,42,38,9,15,14,42,50,-8,16,Real Valladolid C. F.,32,29,7,11,11,33,39,-6
2001,17,Real Zaragoza,42,38,9,15,14,54,57,-3,17,Real Sociedad,29,29,7,8,14,33,56,-23
2001,18,Real Oviedo ,41,38,11,8,19,51,67,-16,18,C. A. Osasuna,28,29,6,10,13,32,44,-12
2001,19,Racing de Santander ,39,38,10,9,19,48,62,-14,19,Racing de Santander,27,29,7,6,16,35,49,-14
2001,20,Numancia ,39,38,10,9,19,40,64,-24,20,Numancia,27,29,7,6,16,27,49,-22
2002,1,Valencia C. F.,75,38,21,12,5,51,27,24,1,Valencia C. F.,53,29,14,11,4,35,22,13
2002,2,Deportivo de La Coruña ,68,38,20,8,10,65,41,24,2,Real Madrid C. F.,52,29,15,7,7,56,31,25
2002,3,Real Madrid C. F.,66,38,19,9,10,69,44,25,3,Real Betis Balompié,49,29,13,10,6,34,25,9
2002,4,Barcelona,64,38,18,10,10,65,37,28,4,Deportivo de La Coruña,48,29,14,6,9,42,34,8
2002,5,R. C. Celta de Vigo,60,38,16,12,10,64,46,18,5,Barcelona,46,29,13,7,9,48,28,20
2002,6,Real Betis Balompié,59,38,15,14,9,42,34,8,6,R. C. Celta de Vigo,45,29,11,12,6,47,34,13
2002,7,Deportivo Alavés,54,38,17,3,18,41,44,-3,7,Athletic Club,45,29,12,9,8,40,41,-1
2002,8,Sevilla F. C.,53,38,14,11,13,51,40,11,8,Deportivo Alavés,42,29,13,3,13,29,29,0
2002,9,Athletic Club,53,38,14,11,13,54,66,-12,9,R. C. D. Espanyol,41,29,11,8,10,37,41,-4
2002,10,Málaga C. F.,53,38,13,14,11,44,44,0,10,Real Valladolid C. F.,39,29,11,6,12,33,46,-13
2002,11,Rayo Vallecano,49,38,13,10,15,46,52,-6,11,Sevilla F. C.,38,29,10,8,11,43,34,9
2002,12,Real Valladolid C. F.,48,38,13,9,16,45,58,-13,12,Málaga C. F.,38,29,9,11,9,33,37,-4
2002,13,Real Sociedad,47,38,13,8,17,48,54,-6,13,C. A. Osasuna,34,29,8,10,11,27,36,-9
2002,14,R. C. D. Espanyol,47,38,13,8,17,47,56,-9,14,Villarreal C. F.,33,29,8,9,12,30,36,-6
2002,15,Villarreal C. F.,43,38,11,10,17,46,55,-9,15,U. D. Las Palmas,33,29,8,9,12,29,35,-6
2002,16,R. C. D. Mallorca,43,38,11,10,17,40,52,-12,16,R. C. D. Mallorca,33,29,9,6,14,34,39,-5
2002,17,C. A. Osasuna,42,38,10,12,16,39,49,-10,17,Real Zaragoza,32,29,9,5,15,27,41,-14
2002,18,U. D. Las Palmas,40,38,9,13,16,40,50,-10,18,Tenerife,31,29,8,7,14,24,39,-15
2002,19,Tenerife ,38,38,10,8,20,32,52,-20,19,Real Sociedad,30,29,8,6,15,35,43,-8
2002,20,Real Zaragoza,37,38,9,10,19,35,54,-19,20,Rayo Vallecano,29,29,7,8,14,34,46,-12
2003,1,Real Madrid C. F.,78,38,22,12,4,86,42,44,1,Real Madrid C. F.,60,29,17,9,3,66,31,35
2003,2,Real Sociedad,76,38,22,10,6,71,45,26,2,Deportivo de La Coruña,57,29,17,6,6,49,32,17
2003,3,Deportivo de La Coruña ,72,38,22,6,10,67,47,20,3,Real Sociedad,57,29,16,9,4,52,38,14
2003,4,R. C. Celta de Vigo,61,38,17,10,11,45,36,9,4,Valencia C. F.,50,29,14,8,7,43,23,20
2003,5,Valencia C. F.,60,38,17,9,12,56,35,21,5,R. C. Celta de Vigo,48,29,14,6,9,34,24,10
2003,6,Barcelona,56,38,15,11,12,63,47,16,6,Sevilla F. C.,42,29,11,9,9,27,22,5
2003,7,Athletic Club,55,38,15,10,13,63,61,2,7,Real Betis Balompié,41,29,11,8,10,39,39,0
2003,8,Real Betis Balompié,54,38,14,12,12,56,53,3,8,Atlético de Madrid,40,29,10,10,9,41,37,4
2003,9,R. C. D. Mallorca,52,38,14,10,14,49,56,-7,9,Málaga C. F.,38,29,9,11,9,36,33,3
2003,10,Sevilla F. C.,50,38,13,11,14,38,39,-1,10,R. C. D. Mallorca,37,29,10,7,12,33,45,-12
2003,11,C. A. Osasuna,47,38,12,11,15,40,48,-8,11,Athletic Club,37,29,10,7,12,41,47,-6
2003,12,Atlético de Madrid,47,38,12,11,15,51,56,-5,12,Barcelona,36,29,9,9,11,46,40,6
2003,13,Málaga C. F.,46,38,11,13,14,44,49,-5,13,Villarreal C. F.,35,29,9,8,12,30,36,-6
2003,14,Real Valladolid C. F.,46,38,12,10,16,37,40,-3,14,Racing de Santander,33,29,10,3,16,37,46,-9
2003,15,Villarreal C. F.,45,38,11,12,15,44,53,-9,15,R. C. D. Espanyol,32,29,8,8,13,32,39,-7
2003,16,Racing de Santander,44,38,13,5,20,54,64,-10,16,Real Valladolid C. F.,32,29,9,5,15,27,33,-6
2003,17,R. C. D. Espanyol,43,38,10,13,15,48,54,-6,17,Recreativo de Huelva,30,29,7,9,13,28,49,-21
2003,18,Recreativo de Huelva ,36,38,8,12,18,35,61,-26,18,C. A. Osasuna,30,29,7,9,13,27,36,-9
2003,19,Deportivo Alavés,35,38,8,11,19,38,68,-30,19,Deportivo Alavés,30,29,7,9,13,31,51,-20
2003,20,Rayo Vallecano,32,38,7,11,20,31,62,-31,20,Rayo Vallecano,27,29,7,6,16,26,44,-18
2004,1,Valencia C. F.,77,38,23,8,7,71,27,44,1,Real Madrid C. F.,61,29,18,7,4,58,35,23
2004,2,Barcelona,72,38,21,9,8,63,39,24,2,Valencia C. F.,60,29,18,6,5,57,21,36
2004,3,Deportivo de La Coruña ,71,38,21,8,9,60,34,26,3,Barcelona,55,29,16,7,6,48,32,16
2004,4,Real Madrid C. F.,70,38,21,7,10,72,54,18,4,Deportivo de La Coruña,53,29,16,5,8,46,27,19
2004,5,Athletic Club,56,38,15,11,12,53,49,4,5,Atlético de Madrid,44,29,12,8,9,36,35,1
2004,6,Sevilla F. C.,55,38,15,10,13,56,45,11,6,Athletic Club,44,29,12,8,9,39,37,2
2004,7,Atlético de Madrid,55,38,15,10,13,51,53,-2,7,C. A. Osasuna,43,29,10,13,6,30,25,5
2004,8,Villarreal C. F.,54,38,15,9,14,47,49,-2,8,Málaga C. F.,41,29,13,2,14,39,42,-3
2004,9,Real Betis Balompié,52,38,13,13,12,46,43,3,9,Villarreal C. F.,39,29,11,6,12,39,40,-1
2004,10,Málaga C. F.,51,38,15,6,17,50,55,-5,10,Sevilla F. C.,38,29,10,8,11,38,31,7
2004,11,R. C. D. Mallorca,51,38,15,6,17,54,66,-12,11,Real Betis Balompié,38,29,9,11,9,36,32,4
2004,12,Real Zaragoza,48,38,13,9,16,46,55,-9,12,Racing de Santander,37,29,10,8,11,39,44,-5
2004,13,C. A. Osasuna,48,38,11,15,12,38,37,1,13,Albacete,35,29,10,5,14,29,36,-7
2004,14,Albacete,47,38,13,8,17,40,48,-8,14,Real Valladolid C. F.,35,29,9,8,12,35,41,-6
2004,15,Real Sociedad,46,38,11,13,14,49,53,-4,15,Real Sociedad,35,29,9,8,12,33,40,-7
2004,16,R. C. D. Espanyol,43,38,13,4,21,48,64,-16,16,Real Zaragoza,34,29,9,7,13,32,39,-7
2004,17,Racing de Santander,42,38,11,10,17,48,63,-15,17,R. C. D. Mallorca,32,29,9,5,15,36,54,-18
2004,18,Real Valladolid C. F.,41,38,10,11,17,46,56,-10,18,R. C. Celta de Vigo,28,29,6,10,13,41,58,-17
2004,19,R. C. Celta de Vigo,39,38,9,12,17,48,68,-20,19,R. C. D. Espanyol,27,29,8,3,18,32,51,-19
2004,20,Real Murcia ,26,38,5,11,22,29,57,-28,20,Real Murcia,17,29,2,11,16,23,46,-23
2005,1,Barcelona,84,38,25,9,4,73,29,44,1,Barcelona,68,29,21,5,3,54,18,36
2005,2,Real Madrid C. F.,80,38,25,5,8,71,32,39,2,Real Madrid C. F.,57,29,18,3,8,49,25,24
2005,3,Villarreal C. F.,65,38,18,11,9,69,37,32,3,Real Betis Balompié,48,29,13,9,7,47,37,10
2005,4,Real Betis Balompié,62,38,16,14,8,62,50,12,4,Villarreal C. F.,47,29,13,8,8,50,29,21
2005,5,R. C. D. Espanyol,61,38,17,10,11,54,46,8,5,Sevilla F. C.,46,29,13,7,9,33,33,0
2005,6,Sevilla F. C.,60,38,17,9,12,44,41,3,6,Valencia C. F.,46,29,12,10,7,44,30,14
2005,7,Valencia C. F.,58,38,14,16,8,54,39,15,7,R. C. D. Espanyol,46,29,13,7,9,37,35,2
2005,8,Deportivo de La Coruña ,51,38,12,15,11,46,50,-4,8,Atlético de Madrid,43,29,12,7,10,32,25,7
2005,9,Athletic Club,51,38,14,9,15,59,54,5,9,Deportivo de La Coruña,42,29,10,12,7,38,36,2
2005,10,Málaga C. F.,51,38,15,6,17,40,48,-8,10,Athletic Club,41,29,11,8,10,46,39,7
2005,11,Atlético de Madrid,50,38,13,11,14,40,34,6,11,Real Zaragoza,39,29,11,6,12,33,40,-7
2005,12,Real Zaragoza,50,38,14,8,16,52,57,-5,12,Real Sociedad,36,29,10,6,13,38,42,-4
2005,13,Getafe C. F.,47,38,12,11,15,38,46,-8,13,Getafe C. F.,35,29,9,8,12,30,35,-5
2005,14,Real Sociedad,47,38,13,8,17,47,56,-9,14,Málaga C. F.,34,29,10,4,15,27,37,-10
2005,15,C. A. Osasuna,46,38,12,10,16,46,65,-19,15,Levante U. D.,34,29,9,7,13,34,43,-9
2005,16,Racing de Santander,44,38,12,8,18,41,58,-17,16,Racing de Santander,34,29,9,7,13,32,42,-10
2005,17,R. C. D. Mallorca,39,38,10,9,19,42,63,-21,17,C. A. Osasuna,34,29,9,7,13,38,53,-15
2005,18,Levante U. D.,37,38,9,10,19,39,58,-19,18,R. C. D. Mallorca,24,29,6,6,17,28,49,-21
2005,19,Numancia ,29,38,6,11,21,30,61,-31,19,Albacete,24,29,5,9,15,26,42,-16
2005,20,Albacete ,28,38,6,10,22,33,56,-23,20,Numancia,20,29,4,8,17,21,47,-26
2006,1,Barcelona,82,38,25,7,6,80,35,45,1,Barcelona,67,29,21,4,4,69,26,43
2006,2,Real Madrid C. F.,70,38,20,10,8,70,40,30,2,C. A. Osasuna,55,29,17,4,8,41,32,9
2006,3,Valencia C. F.,69,38,19,12,7,58,33,25,3,Real Madrid C. F.,54,29,16,6,7,51,27,24
2006,4,C. A. Osasuna,68,38,21,5,12,49,43,6,4,Valencia C. F.,53,29,14,11,4,39,24,15
2006,5,Sevilla F. C.,68,38,20,8,10,54,39,15,5,Sevilla F. C.,48,29,14,6,9,37,30,7
2006,6,R. C. Celta de Vigo,64,38,20,4,14,45,33,12,6,Deportivo de La Coruña,46,29,13,7,9,40,33,7
2006,7,Villarreal C. F.,57,38,14,15,9,50,39,11,7,R. C. Celta de Vigo,45,29,14,3,12,29,29,0
2006,8,Deportivo de La Coruña ,55,38,15,10,13,47,45,2,8,Villarreal C. F.,45,29,11,12,6,39,28,11
2006,9,Getafe C. F.,54,38,15,9,14,54,49,5,9,Atlético de Madrid,42,29,11,9,9,39,28,11
2006,10,Atlético de Madrid,52,38,13,13,12,45,37,8,10,Real Zaragoza,40,29,9,13,7,39,38,1
2006,11,Real Zaragoza,46,38,10,16,12,46,51,-5,11,Getafe C. F.,37,29,10,7,12,38,39,-1
2006,12,Athletic Club,45,38,11,12,15,40,46,-6,12,Racing de Santander,32,29,7,11,11,26,33,-7
2006,13,R. C. D. Mallorca,43,38,10,13,15,37,51,-14,13,R. C. D. Espanyol,31,29,8,7,14,30,46,-16
2006,14,Real Betis Balompié,42,38,10,12,16,34,51,-17,14,R. C. D. Mallorca,31,29,7,10,12,29,43,-14
2006,15,R. C. D. Espanyol,41,38,10,11,17,36,56,-20,15,Deportivo Alavés,30,29,7,9,13,31,45,-14
2006,16,Real Sociedad,40,38,11,7,20,48,65,-17,16,Athletic Club,30,29,7,9,13,31,38,-7
2006,17,Racing de Santander,40,38,9,13,16,36,49,-13,17,Real Betis Balompié,30,29,7,9,13,25,39,-14
2006,18,Deportivo Alavés,39,38,9,12,17,35,54,-19,18,Real Sociedad,28,29,8,4,17,35,55,-20
2006,19,Cádiz C. F.,36,38,8,12,18,36,52,-16,19,Cádiz C. F.,26,29,6,8,15,20,37,-17
2006,20,Málaga C. F.,24,38,5,9,24,36,68,-32,20,Málaga C. F.,22,29,5,7,17,30,48,-18
2007,1,Real Madrid C. F.,76,38,23,7,8,66,40,26,1,Barcelona,56,29,16,8,5,59,27,32
2007,2,Barcelona,76,38,22,10,6,78,33,45,2,Sevilla F. C.,55,29,16,7,6,48,24,24
2007,3,Sevilla F. C.,71,38,21,8,9,64,35,29,3,Real Madrid C. F.,54,29,16,6,7,41,25,16
2007,4,Valencia C. F.,66,38,20,6,12,57,42,15,4,Valencia C. F.,50,29,15,5,9,40,29,11
2007,5,Villarreal C. F.,62,38,18,8,12,48,44,4,5,Real Zaragoza,50,29,14,8,7,43,29,14
